"QTR","CLAIM_TYPE","BRAND","PAYER","METRIC","VALUE"
"2024Q2","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.556881
"2024Q1","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.596626
"2024Q1","NBRX","Abbvie","Overall","RJ_RATE",0.29997
"2024Q1","NBRX","Abbvie","Overall","RV_RATE",0.116396
"2024Q1","NBRX","Abbvie","Overall","WD",117745
"2024Q1","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.53024
"2024Q1","NBRX","Nurtec","Commercial","FILL_RATE",0.482186
"2024Q1","NBRX","Nurtec","Commercial","PD_CLAIMS",29328
"2024Q1","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.377457
"2024Q1","NBRX","Nurtec","Commercial","RJ_RATE",0.441494
"2024Q1","NBRX","Nurtec","Commercial","RV_RATE",0.07632
"2024Q1","NBRX","Nurtec","Commercial","WD",60823
"2024Q1","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.461119
"2024Q1","NBRX","Nurtec","Medicaid","FILL_RATE",0.448749
"2024Q1","NBRX","Nurtec","Medicaid","PD_CLAIMS",7298
"2024Q1","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.536066
"2024Q1","NBRX","Nurtec","Medicaid","RJ_RATE",0.507225
"2024Q1","NBRX","Nurtec","Medicaid","RV_RATE",0.044026
"2024Q1","NBRX","Nurtec","Medicaid","WD",16263
"2024Q1","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.511995
"2024Q1","NBRX","Nurtec","Medicare","FILL_RATE",0.444726
"2024Q1","NBRX","Nurtec","Medicare","PD_CLAIMS",6847
"2024Q1","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.434647
"2024Q1","NBRX","Nurtec","Medicare","RJ_RATE",0.366784
"2024Q1","NBRX","Nurtec","Medicare","RV_RATE",0.188491
"2024Q1","NBRX","Nurtec","Medicare","WD",15396
"2024Q1","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.453477
"2024Q1","NBRX","Nurtec","Others","FILL_RATE",0.252514
"2024Q1","NBRX","Nurtec","Others","PD_CLAIMS",2988
"2024Q1","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.368207
"2024Q1","NBRX","Nurtec","Others","RJ_RATE",0.361785
"2024Q1","NBRX","Nurtec","Others","RV_RATE",0.385701
"2024Q1","NBRX","Nurtec","Others","WD",11833
"2024Q1","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.484126
"2024Q1","NBRX","Nurtec","Overall","FILL_RATE",0.445391
"2024Q1","NBRX","Nurtec","Overall","PD_CLAIMS",46461
"2024Q1","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.403374
"2024Q1","NBRX","Nurtec","Overall","RJ_RATE",0.431673
"2024Q1","NBRX","Nurtec","Overall","RV_RATE",0.122935
"2024Q1","NBRX","Nurtec","Overall","WD",104315
"2024Q1","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.46976
"2024Q1","TRX","Abbvie","Commercial","FILL_RATE",0.787897
"2024Q1","TRX","Abbvie","Commercial","PD_CLAIMS",349270
"2024Q1","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.568968
"2024Q1","TRX","Abbvie","Commercial","RJ_RATE",0.142842
"2024Q1","TRX","Abbvie","Commercial","RV_RATE",0.069261
"2024Q1","TRX","Abbvie","Commercial","WD",443294
"2024Q1","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.555873
"2024Q1","TRX","Abbvie","Medicaid","FILL_RATE",0.70926
"2024Q1","TRX","Abbvie","Medicaid","PD_CLAIMS",56133
"2024Q1","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.468575
"2024Q1","TRX","Abbvie","Medicaid","RJ_RATE",0.238505
"2024Q1","TRX","Abbvie","Medicaid","RV_RATE",0.052235
"2024Q1","TRX","Abbvie","Medicaid","WD",79143
"2024Q1","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.475779
"2024Q1","TRX","Abbvie","Medicare","FILL_RATE",0.726961
"2024Q1","TRX","Abbvie","Medicare","PD_CLAIMS",63745
"2024Q1","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.539093
"2024Q1","TRX","Abbvie","Medicare","RJ_RATE",0.144731
"2024Q1","TRX","Abbvie","Medicare","RV_RATE",0.128309
"2024Q1","TRX","Abbvie","Medicare","WD",87687
"2024Q1","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.536214
"2024Q1","TRX","Abbvie","Others","FILL_RATE",0.588869
"2024Q1","TRX","Abbvie","Others","PD_CLAIMS",28410
"2024Q1","TRX","Abbvie","Others","PD_MARKET_SHARE",0.612192
"2024Q1","TRX","Abbvie","Others","RJ_RATE",0.191066
"2024Q1","TRX","Abbvie","Others","RV_RATE",0.220064
"2024Q3","NBRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.516402
"2024Q3","NBRX","Abbvie","Medicare","FILL_RATE",0.448908
"2024Q3","NBRX","Abbvie","Medicare","PD_CLAIMS",10605
"2024Q3","NBRX","Abbvie","Medicare","PD_MARKET_SHARE",0.579382
"2024Q3","NBRX","Abbvie","Medicare","RJ_RATE",0.371825
"2024Q3","NBRX","Abbvie","Medicare","RV_RATE",0.179267
"2024Q3","NBRX","Abbvie","Medicare","WD",23624
"2024Q3","NBRX","Abbvie","Medicare","WD_MARKET_SHARE",0.561634
"2024Q3","NBRX","Abbvie","Others","FILL_RATE",0.411282
"2024Q3","NBRX","Abbvie","Others","PD_CLAIMS",6518
"2024Q3","NBRX","Abbvie","Others","PD_MARKET_SHARE",0.61537
"2024Q3","NBRX","Abbvie","Others","RJ_RATE",0.325215
"2024Q3","NBRX","Abbvie","Others","RV_RATE",0.263503
"2024Q3","NBRX","Abbvie","Others","WD",15848
"2024Q3","NBRX","Abbvie","Others","WD_MARKET_SHARE",0.526529
"2024Q3","NBRX","Abbvie","Overall","FILL_RATE",0.581455
"2024Q3","NBRX","Abbvie","Overall","PD_CLAIMS",89247
"2024Q3","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.599339
"2024Q3","NBRX","Abbvie","Overall","RJ_RATE",0.311169
"2024Q3","NBRX","Abbvie","Overall","RV_RATE",0.107376
"2024Q3","NBRX","Abbvie","Overall","WD",153489
"2024Q3","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.551185
"2024Q3","NBRX","Nurtec","Commercial","FILL_RATE",0.529728
"2024Q3","NBRX","Nurtec","Commercial","PD_CLAIMS",38730
"2024Q3","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.380205
"2024Q3","NBRX","Nurtec","Commercial","RJ_RATE",0.406344
"2024Q3","NBRX","Nurtec","Commercial","RV_RATE",0.063928
"2024Q3","NBRX","Nurtec","Commercial","WD",73113
"2024Q3","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.438722
"2024Q3","NBRX","Nurtec","Medicaid","FILL_RATE",0.477554
"2024Q3","NBRX","Nurtec","Medicaid","PD_CLAIMS",9159
"2024Q3","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.504712
"2024Q3","NBRX","Nurtec","Medicaid","RJ_RATE",0.474112
"2024Q3","NBRX","Nurtec","Medicaid","RV_RATE",0.048334
"2024Q3","NBRX","Nurtec","Medicaid","WD",19179
"2024Q3","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.483598
"2024Q3","NBRX","Nurtec","Medicare","FILL_RATE",0.417539
"2024Q3","NBRX","Nurtec","Medicare","PD_CLAIMS",7699
"2024Q3","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.420618
"2024Q3","NBRX","Nurtec","Medicare","RJ_RATE",0.405662
"2024Q3","NBRX","Nurtec","Medicare","RV_RATE",0.176799
"2024Q3","NBRX","Nurtec","Medicare","WD",18439
"2024Q3","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.438366
"2024Q3","NBRX","Nurtec","Others","FILL_RATE",0.285875
"2024Q3","NBRX","Nurtec","Others","PD_CLAIMS",4074
"2024Q3","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.38463
"2024Q3","NBRX","Nurtec","Others","RJ_RATE",0.382219
"2024Q3","NBRX","Nurtec","Others","RV_RATE",0.331907
"2024Q3","NBRX","Nurtec","Others","WD",14251
"2024Q3","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.473471
"2024Q3","NBRX","Nurtec","Overall","FILL_RATE",0.477365
"2024Q3","NBRX","Nurtec","Overall","PD_CLAIMS",59662
"2024Q3","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.400661
"2024Q3","NBRX","Nurtec","Overall","RJ_RATE",0.413892
"2024Q3","NBRX","Nurtec","Overall","RV_RATE",0.108744
"2024Q3","NBRX","Nurtec","Overall","WD",124982
"2024Q3","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.448815
"2024Q3","TRX","Abbvie","Commercial","FILL_RATE",0.803575
"2024Q3","TRX","Abbvie","Commercial","PD_CLAIMS",484828
"2024Q3","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.565986
"2024Q3","TRX","Abbvie","Commercial","RJ_RATE",0.133679
"2024Q3","TRX","Abbvie","Commercial","RV_RATE",0.062746
"2024Q3","TRX","Abbvie","Commercial","WD",603339
"2024Q3","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.562983
"2024Q3","TRX","Abbvie","Medicaid","FILL_RATE",0.730922
"2026Q1","NBRX","Abbvie","Others","WD",17100
"2026Q1","NBRX","Abbvie","Others","WD_MARKET_SHARE",0.574442
"2026Q1","NBRX","Abbvie","Overall","FILL_RATE",0.560176
"2026Q1","NBRX","Abbvie","Overall","PD_CLAIMS",84441
"2026Q1","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.603624
"2026Q1","NBRX","Abbvie","Overall","RJ_RATE",0.306946
"2026Q1","NBRX","Abbvie","Overall","RV_RATE",0.132878
"2026Q1","NBRX","Abbvie","Overall","WD",150740
"2026Q1","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.548978
"2026Q1","NBRX","Nurtec","Commercial","FILL_RATE",0.508552
"2026Q1","NBRX","Nurtec","Commercial","PD_CLAIMS",36484
"2026Q1","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.389932
"2026Q1","NBRX","Nurtec","Commercial","RJ_RATE",0.42436
"2026Q1","NBRX","Nurtec","Commercial","RV_RATE",0.067089
"2026Q1","NBRX","Nurtec","Commercial","WD",71741
"2026Q1","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.451852
"2026Q1","NBRX","Nurtec","Medicaid","FILL_RATE",0.443326
"2026Q1","NBRX","Nurtec","Medicaid","PD_CLAIMS",8370
"2026Q1","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.467859
"2026Q1","NBRX","Nurtec","Medicaid","RJ_RATE",0.509799
"2026Q1","NBRX","Nurtec","Medicaid","RV_RATE",0.046875
"2026Q1","NBRX","Nurtec","Medicaid","WD",18880
"2026Q1","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.46851
"2026Q1","NBRX","Nurtec","Medicare","FILL_RATE",0.405955
"2026Q1","NBRX","Nurtec","Medicare","PD_CLAIMS",8344
"2026Q1","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.419339
"2026Q1","NBRX","Nurtec","Medicare","RJ_RATE",0.332149
"2026Q1","NBRX","Nurtec","Medicare","RV_RATE",0.261895
"2026Q1","NBRX","Nurtec","Medicare","WD",20554
"2026Q1","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.449307
"2026Q1","NBRX","Nurtec","Others","FILL_RATE",0.177692
"2026Q1","NBRX","Nurtec","Others","PD_CLAIMS",2251
"2026Q1","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.263676
"2026Q1","NBRX","Nurtec","Others","RJ_RATE",0.48808
"2026Q1","NBRX","Nurtec","Others","RV_RATE",0.334228
"2026Q1","NBRX","Nurtec","Others","WD",12668
"2026Q1","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.425558
"2026Q1","NBRX","Nurtec","Overall","FILL_RATE",0.447736
"2026Q1","NBRX","Nurtec","Overall","PD_CLAIMS",55449
"2026Q1","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.396376
"2026Q1","NBRX","Nurtec","Overall","RJ_RATE",0.428599
"2026Q1","NBRX","Nurtec","Overall","RV_RATE",0.123665
"2026Q1","NBRX","Nurtec","Overall","WD",123843
"2026Q1","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.451022
"2026Q1","TRX","Abbvie","Commercial","FILL_RATE",0.801697
"2026Q1","TRX","Abbvie","Commercial","PD_CLAIMS",547376
"2026Q1","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.581474
"2026Q1","TRX","Abbvie","Commercial","RJ_RATE",0.126654
"2026Q1","TRX","Abbvie","Commercial","RV_RATE",0.071649
"2026Q1","TRX","Abbvie","Commercial","WD",682772
"2026Q1","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.574632
"2026Q1","TRX","Abbvie","Medicaid","FILL_RATE",0.737997
"2026Q1","TRX","Abbvie","Medicaid","PD_CLAIMS",97899
"2026Q1","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.524461
"2026Q1","TRX","Abbvie","Medicaid","RJ_RATE",0.203204
"2026Q1","TRX","Abbvie","Medicaid","RV_RATE",0.058799
"2026Q1","TRX","Abbvie","Medicaid","WD",132655
"2026Q1","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.524612
"2026Q1","TRX","Abbvie","Medicare","FILL_RATE",0.722523
"2026Q1","TRX","Abbvie","Medicare","PD_CLAIMS",120144
"2026Q1","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.598178
"2026Q1","TRX","Abbvie","Medicare","RJ_RATE",0.112398
"2026Q1","TRX","Abbvie","Medicare","RV_RATE",0.165079
"2026Q1","TRX","Abbvie","Medicare","WD",166284
"2026Q1","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.58471
"2026Q2","NBRX","Abbvie","Medicare","RJ_RATE",0.3378
"2026Q2","NBRX","Abbvie","Medicare","RV_RATE",0.214942
"2026Q2","NBRX","Abbvie","Medicare","WD",25151
"2026Q2","NBRX","Abbvie","Medicare","WD_MARKET_SHARE",0.549725
"2026Q2","NBRX","Abbvie","Others","FILL_RATE",0.386171
"2026Q2","NBRX","Abbvie","Others","PD_CLAIMS",6378
"2026Q2","NBRX","Abbvie","Others","PD_MARKET_SHARE",0.735216
"2026Q2","NBRX","Abbvie","Others","RJ_RATE",0.333979
"2026Q2","NBRX","Abbvie","Others","RV_RATE",0.27985
"2026Q2","NBRX","Abbvie","Others","WD",16516
"2026Q2","NBRX","Abbvie","Others","WD_MARKET_SHARE",0.573891
"2026Q2","NBRX","Abbvie","Overall","FILL_RATE",0.559744
"2026Q2","NBRX","Abbvie","Overall","PD_CLAIMS",84813
"2026Q2","NBRX","Abbvie","Overall","PD_MARKET_SHARE",0.593995
"2026Q2","NBRX","Abbvie","Overall","RJ_RATE",0.317613
"2026Q2","NBRX","Abbvie","Overall","RV_RATE",0.122643
"2026Q2","NBRX","Abbvie","Overall","WD",151521
"2026Q2","NBRX","Abbvie","Overall","WD_MARKET_SHARE",0.543283
"2026Q2","NBRX","Nurtec","Commercial","FILL_RATE",0.517838
"2026Q2","NBRX","Nurtec","Commercial","PD_CLAIMS",39017
"2026Q2","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.403523
"2026Q2","NBRX","Nurtec","Commercial","RJ_RATE",0.412869
"2026Q2","NBRX","Nurtec","Commercial","RV_RATE",0.069294
"2026Q2","NBRX","Nurtec","Commercial","WD",75346
"2026Q2","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.461122
"2026Q2","NBRX","Nurtec","Medicaid","FILL_RATE",0.448664
"2026Q2","NBRX","Nurtec","Medicaid","PD_CLAIMS",8600
"2026Q2","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.474823
"2026Q2","NBRX","Nurtec","Medicaid","RJ_RATE",0.500522
"2026Q2","NBRX","Nurtec","Medicaid","RV_RATE",0.050814
"2026Q2","NBRX","Nurtec","Medicaid","WD",19168
"2026Q2","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.467843
"2026Q2","NBRX","Nurtec","Medicare","FILL_RATE",0.391098
"2026Q2","NBRX","Nurtec","Medicare","PD_CLAIMS",8057
"2026Q2","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.417331
"2026Q2","NBRX","Nurtec","Medicare","RJ_RATE",0.411194
"2026Q2","NBRX","Nurtec","Medicare","RV_RATE",0.197709
"2026Q2","NBRX","Nurtec","Medicare","WD",20601
"2026Q2","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.450275
"2026Q2","NBRX","Nurtec","Others","FILL_RATE",0.187311
"2026Q2","NBRX","Nurtec","Others","PD_CLAIMS",2297
"2026Q2","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.264784
"2026Q2","NBRX","Nurtec","Others","RJ_RATE",0.48047
"2026Q2","NBRX","Nurtec","Others","RV_RATE",0.332219
"2026Q2","NBRX","Nurtec","Others","WD",12263
"2026Q2","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.426109
"2026Q2","NBRX","Nurtec","Overall","FILL_RATE",0.45511
"2026Q2","NBRX","Nurtec","Overall","PD_CLAIMS",57971
"2026Q2","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.406005
"2026Q2","NBRX","Nurtec","Overall","RJ_RATE",0.432296
"2026Q2","NBRX","Nurtec","Overall","RV_RATE",0.112594
"2026Q2","NBRX","Nurtec","Overall","WD",127378
"2026Q2","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.456717
"2026Q2","TRX","Abbvie","Commercial","FILL_RATE",0.809446
"2026Q2","TRX","Abbvie","Commercial","PD_CLAIMS",551857
"2026Q2","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.56668
"2026Q2","TRX","Abbvie","Commercial","RJ_RATE",0.120882
"2026Q2","TRX","Abbvie","Commercial","RV_RATE",0.069671
"2026Q2","TRX","Abbvie","Commercial","WD",681771
"2026Q2","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.560831
"2026Q2","TRX","Abbvie","Medicaid","FILL_RATE",0.734274
"2026Q2","TRX","Abbvie","Medicaid","PD_CLAIMS",94595
"2026Q2","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.52031
"2026Q2","TRX","Abbvie","Medicaid","RJ_RATE",0.208161
"2026Q2","TRX","Abbvie","Medicaid","RV_RATE",0.057565
"2026Q2","TRX","Abbvie","Medicaid","WD",128828
"2025Q4","TRX","Abbvie","Overall","PD_MARKET_SHARE",0.582812
"2025Q4","TRX","Abbvie","Overall","RJ_RATE",0.131271
"2025Q4","TRX","Abbvie","Overall","RV_RATE",0.076355
"2025Q4","TRX","Abbvie","Overall","WD",1087855
"2025Q4","TRX","Abbvie","Overall","WD_MARKET_SHARE",0.572144
"2025Q4","TRX","Nurtec","Commercial","FILL_RATE",0.785085
"2025Q4","TRX","Nurtec","Commercial","PD_CLAIMS",403284
"2025Q4","TRX","Nurtec","Commercial","PD_MARKET_SHARE",0.415531
"2025Q4","TRX","Nurtec","Commercial","RJ_RATE",0.154162
"2025Q4","TRX","Nurtec","Commercial","RV_RATE",0.060754
"2025Q4","TRX","Nurtec","Commercial","WD",513682
"2025Q4","TRX","Nurtec","Commercial","WD_MARKET_SHARE",0.424891
"2025Q4","TRX","Nurtec","Medicaid","FILL_RATE",0.738545
"2025Q4","TRX","Nurtec","Medicaid","PD_CLAIMS",90717
"2025Q4","TRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.47471
"2025Q4","TRX","Nurtec","Medicaid","RJ_RATE",0.20528
"2025Q4","TRX","Nurtec","Medicaid","RV_RATE",0.056174
"2025Q4","TRX","Nurtec","Medicaid","WD",122832
"2025Q4","TRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.477462
"2025Q4","TRX","Nurtec","Medicare","FILL_RATE",0.770762
"2025Q4","TRX","Nurtec","Medicare","PD_CLAIMS",98515
"2025Q4","TRX","Nurtec","Medicare","PD_MARKET_SHARE",0.410139
"2025Q4","TRX","Nurtec","Medicare","RJ_RATE",0.144185
"2025Q4","TRX","Nurtec","Medicare","RV_RATE",0.085053
"2025Q4","TRX","Nurtec","Medicare","WD",127815
"2025Q4","TRX","Nurtec","Medicare","WD_MARKET_SHARE",0.420313
"2025Q4","TRX","Nurtec","Others","FILL_RATE",0.498394
"2025Q4","TRX","Nurtec","Others","PD_CLAIMS",24512
"2025Q4","TRX","Nurtec","Others","PD_MARKET_SHARE",0.31755
"2025Q4","TRX","Nurtec","Others","RJ_RATE",0.290777
"2025Q4","TRX","Nurtec","Others","RV_RATE",0.210829
"2025Q4","TRX","Nurtec","Others","WD",49182
"2025Q4","TRX","Nurtec","Others","WD_MARKET_SHARE",0.375332
"2025Q4","TRX","Nurtec","Overall","FILL_RATE",0.758475
"2025Q4","TRX","Nurtec","Overall","PD_CLAIMS",617028
"2025Q4","TRX","Nurtec","Overall","PD_MARKET_SHARE",0.417188
"2025Q4","TRX","Nurtec","Overall","RJ_RATE",0.168572
"2025Q4","TRX","Nurtec","Overall","RV_RATE",0.072953
"2025Q4","TRX","Nurtec","Overall","WD",813511
"2025Q4","TRX","Nurtec","Overall","WD_MARKET_SHARE",0.427856
"2026Q1","NBRX","Abbvie","Commercial","FILL_RATE",0.655877
"2026Q1","NBRX","Abbvie","Commercial","PD_CLAIMS",57081
"2026Q1","NBRX","Abbvie","Commercial","PD_MARKET_SHARE",0.610068
"2026Q1","NBRX","Abbvie","Commercial","RJ_RATE",0.259566
"2026Q1","NBRX","Abbvie","Commercial","RV_RATE",0.084557
"2026Q1","NBRX","Abbvie","Commercial","WD",87030
"2026Q1","NBRX","Abbvie","Commercial","WD_MARKET_SHARE",0.548148
"2026Q1","NBRX","Abbvie","Medicaid","FILL_RATE",0.444486
"2026Q1","NBRX","Abbvie","Medicaid","PD_CLAIMS",9520
"2026Q1","NBRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.532141
"2026Q1","NBRX","Abbvie","Medicaid","RJ_RATE",0.505836
"2026Q1","NBRX","Abbvie","Medicaid","RV_RATE",0.049678
"2026Q1","NBRX","Abbvie","Medicaid","WD",21418
"2026Q1","NBRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.53149
"2026Q1","NBRX","Abbvie","Medicare","FILL_RATE",0.458638
"2026Q1","NBRX","Abbvie","Medicare","PD_CLAIMS",11554
"2026Q1","NBRX","Abbvie","Medicare","PD_MARKET_SHARE",0.580661
"2026Q1","NBRX","Abbvie","Medicare","RJ_RATE",0.271435
"2026Q1","NBRX","Abbvie","Medicare","RV_RATE",0.269927
"2026Q1","NBRX","Abbvie","Medicare","WD",25192
"2026Q1","NBRX","Abbvie","Medicare","WD_MARKET_SHARE",0.550693
"2026Q1","NBRX","Abbvie","Others","FILL_RATE",0.367602
"2026Q1","NBRX","Abbvie","Others","PD_CLAIMS",6286
"2026Q1","NBRX","Abbvie","Others","PD_MARKET_SHARE",0.736324
"2026Q1","NBRX","Abbvie","Others","RJ_RATE",0.351287
"2026Q1","NBRX","Abbvie","Others","RV_RATE",0.281111
"2025Q4","NBRX","Nurtec","Commercial","FILL_RATE",0.495188
"2025Q4","NBRX","Nurtec","Commercial","PD_CLAIMS",34989
"2025Q4","NBRX","Nurtec","Commercial","PD_MARKET_SHARE",0.379371
"2025Q4","NBRX","Nurtec","Commercial","RJ_RATE",0.433836
"2025Q4","NBRX","Nurtec","Commercial","RV_RATE",0.070976
"2025Q4","NBRX","Nurtec","Commercial","WD",70658
"2025Q4","NBRX","Nurtec","Commercial","WD_MARKET_SHARE",0.451255
"2025Q4","NBRX","Nurtec","Medicaid","FILL_RATE",0.454419
"2025Q4","NBRX","Nurtec","Medicaid","PD_CLAIMS",8853
"2025Q4","NBRX","Nurtec","Medicaid","PD_MARKET_SHARE",0.486188
"2025Q4","NBRX","Nurtec","Medicaid","RJ_RATE",0.498511
"2025Q4","NBRX","Nurtec","Medicaid","RV_RATE",0.047069
"2025Q4","NBRX","Nurtec","Medicaid","WD",19482
"2025Q4","NBRX","Nurtec","Medicaid","WD_MARKET_SHARE",0.475263
"2025Q4","NBRX","Nurtec","Medicare","FILL_RATE",0.41753
"2025Q4","NBRX","Nurtec","Medicare","PD_CLAIMS",8265
"2025Q4","NBRX","Nurtec","Medicare","PD_MARKET_SHARE",0.418608
"2025Q4","NBRX","Nurtec","Medicare","RJ_RATE",0.417378
"2025Q4","NBRX","Nurtec","Medicare","RV_RATE",0.165092
"2025Q4","NBRX","Nurtec","Medicare","WD",19795
"2025Q4","NBRX","Nurtec","Medicare","WD_MARKET_SHARE",0.450152
"2025Q4","NBRX","Nurtec","Others","FILL_RATE",0.185196
"2025Q4","NBRX","Nurtec","Others","PD_CLAIMS",2482
"2025Q4","NBRX","Nurtec","Others","PD_MARKET_SHARE",0.254277
"2025Q4","NBRX","Nurtec","Others","RJ_RATE",0.498582
"2025Q4","NBRX","Nurtec","Others","RV_RATE",0.316221
"2025Q4","NBRX","Nurtec","Others","WD",13402
"2025Q4","NBRX","Nurtec","Others","WD_MARKET_SHARE",0.440059
"2025Q4","NBRX","Nurtec","Overall","FILL_RATE",0.4426
"2025Q4","NBRX","Nurtec","Overall","PD_CLAIMS",54589
"2025Q4","NBRX","Nurtec","Overall","PD_MARKET_SHARE",0.39008
"2025Q4","NBRX","Nurtec","Overall","RJ_RATE",0.448446
"2025Q4","NBRX","Nurtec","Overall","RV_RATE",0.108954
"2025Q4","NBRX","Nurtec","Overall","WD",123337
"2025Q4","NBRX","Nurtec","Overall","WD_MARKET_SHARE",0.453442
"2025Q4","TRX","Abbvie","Commercial","FILL_RATE",0.815832
"2025Q4","TRX","Abbvie","Commercial","PD_CLAIMS",567242
"2025Q4","TRX","Abbvie","Commercial","PD_MARKET_SHARE",0.584469
"2025Q4","TRX","Abbvie","Commercial","RJ_RATE",0.11702
"2025Q4","TRX","Abbvie","Commercial","RV_RATE",0.067149
"2025Q4","TRX","Abbvie","Commercial","WD",695293
"2025Q4","TRX","Abbvie","Commercial","WD_MARKET_SHARE",0.575109
"2025Q4","TRX","Abbvie","Medicaid","FILL_RATE",0.746742
"2025Q4","TRX","Abbvie","Medicaid","PD_CLAIMS",100383
"2025Q4","TRX","Abbvie","Medicaid","PD_MARKET_SHARE",0.52529
"2025Q4","TRX","Abbvie","Medicaid","RJ_RATE",0.19737
"2025Q4","TRX","Abbvie","Medicaid","RV_RATE",0.055889
"2025Q4","TRX","Abbvie","Medicaid","WD",134428
"2025Q4","TRX","Abbvie","Medicaid","WD_MARKET_SHARE",0.522538
"2025Q4","TRX","Abbvie","Medicare","FILL_RATE",0.803744
"2025Q4","TRX","Abbvie","Medicare","PD_CLAIMS",141684
"2025Q4","TRX","Abbvie","Medicare","PD_MARKET_SHARE",0.589861
"2025Q4","TRX","Abbvie","Medicare","RJ_RATE",0.113422
"2025Q4","TRX","Abbvie","Medicare","RV_RATE",0.082834
"2025Q4","TRX","Abbvie","Medicare","WD",176280
"2025Q4","TRX","Abbvie","Medicare","WD_MARKET_SHARE",0.579687
"2025Q4","TRX","Abbvie","Others","FILL_RATE",0.643573
"2025Q4","TRX","Abbvie","Others","PD_CLAIMS",52679
"2025Q4","TRX","Abbvie","Others","PD_MARKET_SHARE",0.68245
"2025Q4","TRX","Abbvie","Others","RJ_RATE",0.182215
"2025Q4","TRX","Abbvie","Others","RV_RATE",0.174213
"2025Q4","TRX","Abbvie","Others","WD",81854
"2025Q4","TRX","Abbvie","Others","WD_MARKET_SHARE",0.624668
